Level nr;Code;Parent code;Label NL;Label FR;Label DE;Label EN
4;2594;259;Vervaardiging van bouten, schroeven en moeren;Fabrication de vis et de boulons;Herstellung von Schrauben und Nieten;Manufacture of fasteners and screw machine products
4;2599;259;Vervaardiging van andere producten van metaal, n.e.g.;Fabrication d'autres produits métalliques n.c.a.;Herstellung von sonstigen Metallwaren a. n. g.;Manufacture of other fabricated metal products n.e.c.
4;2611;261;Vervaardiging van elektronische onderdelen;Fabrication de composants électroniques;Herstellung von elektronischen Bauelementen;Manufacture of electronic components
4;2612;261;Vervaardiging van elektronische printplaten;Fabrication de cartes électroniques assemblées;Herstellung von bestÿckten Leiterplatten;Manufacture of loaded electronic boards
4;2620;262;Vervaardiging van computers en randapparatuur;Fabrication d'ordinateurs et d'équipements périphériques;Herstellung von Datenverarbeitungsgeräten und peripheren Geräten;Manufacture of computers and peripheral equipment
4;2630;263;Vervaardiging van communicatieapparatuur;Fabrication d'équipements de communication;Herstellung von Geräten und Einrichtungen der Telekommunikationstechnik;Manufacture of communication equipment
4;2640;264;Vervaardiging van consumentenelektronica;Fabrication de produits électroniques grand public;Herstellung von Geräten der Unterhaltungselektronik;Manufacture of consumer electronics
4;2651;265;Vervaardiging van meet-, controle- en navigatie-instrumenten en -apparatuur;Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation;Herstellung von Mess-, Kontroll-, Navigations- u. ä. Instrumenten und Vorrichtungen;Manufacture of instruments and appliances for measuring, testing and navigation
4;2652;265;Vervaardiging van uurwerken;Horlogerie;Herstellung von Uhren;Manufacture of watches and clocks
4;2660;266;Vervaardiging van bestralingsapparatuur en van elektromedische en elektrotherapeutische apparatuur;Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques;Herstellung von Bestrahlungs- und Elektrotherapiegeräten und elektromedizinischen Geräten;Manufacture of irradiation, electromedical and electrotherapeutic equipment
4;2670;267;Vervaardiging van optische instrumenten en van foto- en filmapparatuur;Fabrication de matériels optiques et photographiques;Herstellung von optischen und fotografischen Instrumenten und Geräten;Manufacture of optical instruments and photographic equipment
4;2680;268;Vervaardiging van magnetische en optische media;Fabrication de supports magnétiques et optiques;Herstellung von magnetischen und optischen Datenträgern;Manufacture of magnetic and optical media
4;2711;271;Vervaardiging van elektromotoren en van elektrische generatoren en transformatoren;Fabrication de moteurs, de génératrices et de transformateurs électriques;Herstellung von Elektromotoren, Generatoren und Transformatoren;Manufacture of electric motors, generators and transformers
4;2712;271;Vervaardiging van schakel- en verdeelinrichtingen;Fabrication de matériel de distribution et de commande électrique;Herstellung von Elektrizitätsverteilungs- und -schalteinrichtungen;Manufacture of electricity distribution and control apparatus
4;2720;272;Vervaardiging van batterijen en accumulatoren;Fabrication de piles et d'accumulateurs électriques;Herstellung von Batterien und Akkumulatoren;Manufacture of batteries and accumulators
4;2731;273;Vervaardiging van kabels van optische vezels;Fabrication de câbles de fibres optiques;Herstellung von Glasfaserkabeln;Manufacture of fibre optic cables
4;2732;273;Vervaardiging van andere elektrische en elektronische kabels;Fabrication d'autres fils et de câbles électroniques ou électriques;Herstellung von sonstigen elektronischen und elektrischen Drähten und Kabeln;Manufacture of other electronic and electric wires and cables
4;2733;273;Vervaardiging van schakelaars, stekkers, stopcontacten e.d.;Fabrication de matériel d'installation électrique;Herstellung von elektrischem Installationsmaterial;Manufacture of wiring devices
4;2740;274;Vervaardiging van lampen en verlichtingsapparaten;Fabrication de lampes et d'appareils d'éclairage électrique;Herstellung von elektrischen Lampen und Leuchten;Manufacture of electric lighting equipment
4;2751;275;Vervaardiging van elektrische huishoudapparaten;Fabrication d'appareils électroménagers;Herstellung von elektrischen Haushaltsgeräten;Manufacture of electric domestic appliances
4;2752;275;Vervaardiging van niet-elektrische huishoudapparaten;Fabrication d'appareils ménagers non électriques;Herstellung von nichtelektrischen Haushaltsgeräten;Manufacture of non-electric domestic appliances
4;2790;279;Vervaardiging van andere elektrische apparatuur;Fabrication d'autres matériels électriques;Herstellung von sonstigen elektrischen Ausrÿstungen und Geräten a. n. g.;Manufacture of other electrical equipment
4;2811;281;Vervaardiging van motoren en turbines, exclusief motoren voor luchtvaartuigen, motorvoertuigen en bromfietsen;Fabrication de moteurs et de turbines, à l'exception des moteurs d'avions, de véhicules automobiles et de motocycles;Herstellung von Verbrennungsmotoren und Turbinen (ohne Motoren fÿr Luft- und Straßenfahrzeuge);Manufacture of engines and turbines, except aircraft, vehicle and cyclengines
4;2812;281;Vervaardiging van hydraulische apparatuur;Fabrication d'équipements hydrauliques et pneumatiques;Herstellung von hydraulischen und pneumatischen Komponenten und Systemen;Manufacture of fluid power equipment
4;2813;281;Vervaardiging van andere pompen en compressoren;Fabrication d'autres pompes et de compresseurs;Herstellung von Pumpen und Kompressoren a. n. g.;Manufacture of other pumps and compressors
4;2814;281;Vervaardiging van andere kranen en dergelijke artikelen;Fabrication d'autres articles de robinetterie;Herstellung von Armaturen a. n. g;Manufacture of other taps and valves
4;2815;281;Vervaardiging van tandwielen, lagers en andere drijfwerkelementen;Fabrication d'engrenages et d'organes mécaniques de transmission;Herstellung von Lagern, Getrieben, Zahnrädern und Antriebselementen;Manufacture of bearings, gears, gearing and driving elements
4;2821;282;Vervaardiging van ovens en branders;Fabrication de fours et de brûleurs;Herstellung von Öfen und Brennern;Manufacture of ovens, furnaces and furnace burners
4;2822;282;Vervaardiging van hijs-, hef- en transportwerktuigen;Fabrication de matériel de levage et de manutention;Herstellung von Hebezeugen und Fördermitteln;Manufacture of lifting and handling equipment
4;2823;282;Vervaardiging van kantoormachines en -uitrusting (exclusief compu-ters en randapparatuur);Fabrication de machines et d'équipements de bureau (à l'exception des ordinateurs et des équipements périphériques);Herstellung von Bÿromaschinen (ohne Datenverarbeitungsgeräte und periphere Geräte);Manufacture of office machinery and equipment (except computers and peripheral equipment)
4;2824;282;Vervaardiging van elektrisch handgereedschap;Fabrication d'outillage portatif à moteur incorporé;Herstellung von handgefÿhrten Werkzeugen mit Motorantrieb;Manufacture of power-driven hand tools
4;2825;282;Vervaardiging van machines en apparaten voor de koeltechniek en de klimaatregeling, voor niet-huishoudelijk gebruik;Fabrication d'équipements aérauliques et frigorifiques industriels;Herstellung von kälte- und lufttechnischen Erzeugnissen, nicht fÿr den Haushalt;Manufacture of non-domestic cooling and ventilation equipment
4;2829;282;Vervaardiging van andere machines en apparaten voor algemeen gebruik, n.e.g.;Fabrication de machines diverses d'usage général;Herstellung von sonstigen nicht wirtschaftszweigspezifischen Maschinen a. n. g.;Manufacture of other general-purpose machinery n.e.c.
4;2830;283;Vervaardiging van machines en werktuigen voor de landbouw en de bosbouw;Fabrication de machines agricoles et forestières;Herstellung von land- und forstwirtschaftlichen Maschinen;Manufacture of agricultural and forestry machinery
4;2841;284;Vervaardiging van machines voor de metaalbewerking;Fabrication de machines de formage des métaux;Herstellung von Werkzeugmaschinen fÿr die Metallbearbeitung;Manufacture of metal forming machinery
4;2849;284;Vervaardiging van andere gereedschapswerktuigen;Fabrication d'autres machines-outils;Herstellung von sonstigen Werkzeugmaschinen;Manufacture of other machine tools
4;2891;289;Vervaardiging van machines voor de metallurgie;Fabrication de machines pour la métallurgie;Herstellung von Maschinen fÿr die Metallerzeugung, von Walzwerkseinrichtungen und Gießmaschinen;Manufacture of machinery for metallurgy
4;2892;289;Vervaardiging van machines voor de winning van delfstoffen en voor de bouw;Fabrication de machines pour l'extraction ou la construction;Herstellung von Bergwerks-, Bau- und Baustoffmaschinen;Manufacture of machinery for mining, quarrying and construction
4;2893;289;Vervaardiging van machines voor de productie van voedings- en genotmiddelen;Fabrication de machines pour l'industrie agro-alimentaire;Herstellung von Maschinen fÿr die Nahrungs- und Genussmittelerzeugung und die Tabakverarbeitung;Manufacture of machinery for food, beverage and tobacco processing
4;2894;289;Vervaardiging van machines voor de productie van textiel, kleding en leer;Fabrication de machines pour les industries textiles;Herstellung von Maschinen fÿr die Textil- und Bekleidungsherstellung und die Lederverarbeitung;Manufacture of machinery for textile, apparel and leather production
4;2895;289;Vervaardiging van machines voor de productie van papier en karton;Fabrication de machines pour les industries du papier et du carton;Herstellung von Maschinen fÿr die Papiererzeugung und -verarbeitung;Manufacture of machinery for paper and paperboard production
4;2896;289;Vervaardiging van machines voor de kunststof- en rubberindustrie;Fabrication de machines pour le travail du caoutchouc ou des plastiques;Herstellung von Maschinen fÿr die Verarbeitung von Kunststoffen und Kautschuk;Manufacture of plastic and rubber machinery
4;2899;289;Vervaardiging van andere machines, apparaten en werktuigen voor specifieke doeleinden, n.e.g.;Fabrication d'autres machines d'usage spécifique n.c.a.;Herstellung von Maschinen fÿr sonstige bestimmte Wirtschaftszweige a. n. g.;Manufacture of other special-purpose machinery n.e.c.
4;2910;291;Vervaardiging en assemblage van motorvoertuigen;Construction et assemblage de véhicules automobiles;Herstellung von Kraftwagen und Kraftwagenmotoren;Manufacture of motor vehicles
4;2920;292;"Vervaardiging van carrosserieën voor motorvoertuigen; vervaardiging van aanhangwagens en opleggers";"Fabrication de carrosseries de véhicules automobiles; fabrication de remorques et de semi-remorques";Herstellung von Karosserien, Aufbauten und Anhängern;"Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers"
4;2931;293;Vervaardiging van elektrische en elektronische benodigdheden voor motorvoertuigen;Fabrication d'équipements électriques et électroniques pour véhicules automobiles;Herstellung elektrischer und elektronischer Ausrÿstungsgegenstände fÿr Kraftwagen;Manufacture of electrical and electronic equipment for motor vehicles
4;2932;293;Vervaardiging van andere delen en toebehoren van motorvoertuigen;Fabrication d'autres équipements pour véhicules automobiles;Herstellung von sonstigen Teilen und sonstigem Zubehör fÿr Kraftwagen;Manufacture of other parts and accessories for motor vehicles
4;3011;301;Bouw van schepen en drijvend materieel;Construction de navires et de structures flottantes;Schiffbau (ohne Boots- und Yachtbau);Building of ships and floating structures
4;3012;301;Bouw van plezier- en sportvaartuigen;Construction de bateaux de plaisance;Boots- und Yachtbau;Building of pleasure and sporting boats
4;3020;302;Vervaardiging van rollend materieel voor spoorwegen;Construction de locomotives et d'autre matériel ferroviaire roulant;Schienenfahrzeugbau;Manufacture of railway locomotives and rolling stock
4;3030;303;Vervaardiging van lucht- en ruimtevaartuigen en van toestellen in verband daarmee;Construction aéronautique et spatiale;Luft- und Raumfahrzeugbau;Manufacture of air and spacecraft and related machinery
4;3040;304;Vervaardiging van militaire gevechtsvoertuigen;Construction de véhicules militaires de combat;Herstellung von militärischen Kampffahrzeugen;Manufacture of military fighting vehicles
4;3091;309;Vervaardiging van motorfietsen;Fabrication de motocycles;Herstellung von Krafträdern;Manufacture of motorcycles
4;3092;309;Vervaardiging van fietsen en invalidenwagens;Fabrication de bicyclettes et de véhicules pour invalides;Herstellung von Fahrrädern sowie von Behindertenfahrzeugen;Manufacture of bicycles and invalid carriages
4;3099;309;Vervaardiging van andere transportmiddelen, n.e.g.;Fabrication d'autres équipements de transport n.c.a.;Herstellung von sonstigen Fahrzeugen a. n. g.;Manufacture of other transport equipment n.e.c.
4;3101;310;Vervaardiging van kantoor- en winkelmeubelen;Fabrication de meubles de bureau et de magasin;Herstellung von Bÿro- und Ladenmöbeln;Manufacture of office and shop furniture
